Compartment,Flow,CAS,openLCA Flow name,Unnamed: 7,UUID,kg CO2 eq / kg,kg SO2 eq / kg,kg PM2.5 eq / kg,kg N eq / kg,kg CFC-11 eq / kg,kg O3 eq / kg,CTUcancer / kg,CTUnoncancer / kg,CTUeco / kg,Unnamed: 18,Unnamed: 19,Converted to Number Values,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,20 years,100 years,20 years.1,100 years.1,100 years.2,Unnamed: 35,Unnamed: 36,Category,UUID.1,HTCP,HTNCP,ETP,Category.1,UUID.2,HTCP.1,HTNCP.1,ETP.1,Category.2,UUID.3,HTCP.2,HTNCP.2,ETP.2
water,molybdenum(vi),_1313275,Molybdenum trioxide,Elementary flows/Emission to water/unspecified,453fc506-1c07-4bbf-aa47-7cf48ea8ebd0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6618368734787e-05,293.7594298234865,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6618368734787e-05,293.7594298234865,,,,,,,,,,,,,,,,,,,,,,,
water,nickel,_7440020,"Nickel, ion",Elementary flows/Emission to water/unspecified,6ec6cdaa-5a01-46d4-b716-1905e56690ea,0.0,0.0,0.0,0.0,0.0,0.0,3.8273730185764105e-05,2.153782493482439e-06,14879.593111995944,,,0.0,0.0,0.0,0.0,0.0,0.0,3.8273730185764105e-05,2.153782493482439e-06,14879.593111995944,,,,,,,,,,,,,,,,,,,,,,,
water,selenium,_7782492,Selenium,Elementary flows/Emission to water/unspecified,6284e146-54b2-4067-a478-9b8ee24c6400,0.0,0.0,0.0,0.0,0.0,0.0,,,7324.676499052727,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7324.676499052727,,,,,,,,,,,,,,,,,,,,,,,
water,silver,_7440224,Silver,Elementary flows/Emission to water/unspecified,63e82560-8549-11e0-9d78-0800200c9a66,0.0,0.0,0.0,0.0,0.0,0.0,,0.0003549487632190929,194088.66472167743,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003549487632190929,194088.66472167743,,,,,,,,,,,,,,,,,,,,,,,
water,sodium,_7440235,sodium,Elementary flows/Emission to water/unspecified,b98b3bb7-0ed2-41d1-b181-de0e21d8b42c,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,strontium,_7440246,Strontium,Elementary flows/Emission to water/unspecified,b26b758d-85cc-41b8-872c-3683caa638d1,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,thallium,_7440280,Thallium,Elementary flows/Emission to water/unspecified,32fccda4-0d99-40ab-b65f-c7203080b62b,0.0,0.0,0.0,0.0,0.0,0.0,,0.0017849507095095475,35389.407730487874,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017849507095095475,35389.407730487874,,,,,,,,,,,,,,,,,,,,,,,
water,uranium,_7440611,Uranium,Elementary flows/Emission to water/unspecified,2d1bfd75-8b64-3f96-83d7-2dd01fd72a31,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,vanadium,_7440622,Vanadium,Elementary flows/Emission to water/unspecified,63e8256e-8549-11e0-9d78-0800200c9a66,0.0,0.0,0.0,0.0,0.0,0.0,,0.00019438562077128395,112885.97512350502,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019438562077128395,112885.97512350502,,,,,,,,,,,,,,,,,,,,,,,
water,zinc,_7440666,"Zinc, ion",Elementary flows/Emission to water/unspecified,2c7be02c-791f-4fef-b231-b90321bbeb30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0012813902753512837,38584.584792844784,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012813902753512837,38584.584792844784,,,,,,,,,,,,,,,,,,,,,,,
water,cyanide,_57125,Cyanide,Elementary flows/Emission to water/unspecified,c4d10bd2-09da-4082-8cb3-022c92c53221,0.0,0.0,0.0,0.0,0.0,0.0,,,3473.1104312122247,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3473.1104312122247,,,,,,,,,,,,,,,,,,,,,,,
water,hydrogen cyanide,_74908,Hydrocyanic acid,Elementary flows/Emission to water/unspecified,ff9c08e1-b700-435a-85ad-895546dad2c8,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,benz[a]anthracene,_56553,Benzo(a)anthracene,Elementary flows/Emission to water/unspecified,4c45dbee-20af-4bcb-a888-bd115de45ebf,0.0,0.0,0.0,0.0,0.0,0.0,,,793687.2517576887,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793687.2517576887,,,,,,,,,,,,,,,,,,,,,,,
water,benzo(a)pyrene,_50328,Benzo(a)pyrene,Elementary flows/Emission to water/unspecified,63e7892e-8549-11e0-9d78-0800200c9a66,0.0,0.0,0.0,0.0,0.0,0.0,3.4184674844123816e-05,,11721.2764715593,,,0.0,0.0,0.0,0.0,0.0,0.0,3.4184674844123816e-05,0.0,11721.2764715593,,,,,,,,,,,,,,,,,,,,,,,
water,"benzo(g,h,i)perylene",_191242,Benzo(ghi)perylene,Elementary flows/Emission to water/unspecified,4a7383be-8106-4110-bbc9-5bfb22974368,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,benzo(k)fluoranthene,_207089,Benzo(k)fluoranthene,Elementary flows/Emission to water/unspecified,785e9314-ccf6-4229-98c5-37881d624fc9,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,chrysene,_218019,Chrysene,Elementary flows/Emission to water/unspecified,20c03f7b-77e2-4527-a919-743ded667c53,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,"dibenz(a,h)anthracene",_53703,"Dibenz(a,h)anthracene",Elementary flows/Emission to water/unspecified,e619ef99-d255-4557-933b-ba55580dd4c6,0.0,0.0,0.0,0.0,0.0,0.0,3.056713149956801e-05,,2922.8809094603166,,,0.0,0.0,0.0,0.0,0.0,0.0,3.056713149956801e-05,0.0,2922.8809094603166,,,,,,,,,,,,,,,,,,,,,,,
water,fluoranthene,_206440,Fluoranthene,Elementary flows/Emission to water/unspecified,b3be3156-84fd-40ef-84c7-360a4301435b,0.0,0.0,0.0,0.0,0.0,0.0,,3.9103372069830446e-06,95840.4890269539,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9103372069830446e-06,95840.4890269539,,,,,,,,,,,,,,,,,,,,,,,
water,hydrogen fluoride,_7664393,Hydrogen fluoride,Elementary flows/Emission to water/unspecified,92ff45a8-b321-4f23-bfe0-f9f3af821d7f,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,"1,2,4-trimethylbenzene",_95636,"Benzene, 1,2,4-trimethyl-",Elementary flows/Emission to water/unspecified,abab5cea-6bc0-4760-9783-970aee557983,0.0,0.0,0.0,0.0,0.0,0.0,5.482097091025621e-09,,716.2977341083091,,,0.0,0.0,0.0,0.0,0.0,0.0,5.482097091025621e-09,0.0,716.2977341083091,,,,,,,,,,,,,,,,,,,,,,,
water,1-methyl-2-pyrrolidinone,_872504,1-Methyl-2-pyrrolidinone,Elementary flows/Emission to water/unspecified,9ff6b6db-6b22-485a-a0f3-545aa6d19d49,0.0,0.0,0.0,0.0,0.0,0.0,3.89654805405093e-08,,11.852347390044109,,,0.0,0.0,0.0,0.0,0.0,0.0,3.89654805405093e-08,0.0,11.852347390044109,,,,,,,,,,,,,,,,,,,,,,,
water,"2,4-dimethylphenol",_105679,"Phenol, 2,4-dimethyl-",Elementary flows/Emission to water/unspecified,7ae398c5-8532-11e0-9d78-0800200c9a66,0.0,0.0,0.0,0.0,0.0,0.0,,3.656973531823948e-07,1278.510614283638,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.656973531823948e-07,1278.510614283638,,,,,,,,,,,,,,,,,,,,,,,
water,2-methylnaphthalene,_91576,"Naphthalene, 2-methyl-",Elementary flows/Emission to water/unspecified,4da80a7a-47a5-45ca-9d98-415ed6777cdf,0.0,0.0,0.0,0.0,0.0,0.0,,2.7079910263676156e-07,2670.3016862653094,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7079910263676156e-07,2670.3016862653094,,,,,,,,,,,,,,,,,,,,,,,
water,"4,4'-isopropylidenediphenol",_80057,Bisphenol A,Elementary flows/Emission to water/unspecified,23c32296-5c4e-4fe8-9316-3f2bd48fdec9,0.0,0.0,0.0,0.0,0.0,0.0,,6.98609244395069e-07,5164.0530013640855,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98609244395069e-07,5164.0530013640855,,,,,,,,,,,,,,,,,,,,,,,
water,acenaphthene,_83329,Acenaphthene,Elementary flows/Emission to water/unspecified,8732d8b5-7f41-498c-be37-5bcd7a802ee6,0.0,0.0,0.0,0.0,0.0,0.0,,2.58346765720981e-07,4115.812246738143,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58346765720981e-07,4115.812246738143,,,,,,,,,,,,,,,,,,,,,,,
water,acenaphthylene,_208968,Acenaphthylene,Elementary flows/Emission to water/unspecified,7c02a013-712f-4588-bfd8-247078e0f4d8,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,acetonitrile,_75058,Acetonitrile,Elementary flows/Emission to water/unspecified,cbaca555-e09c-4dc6-bdc3-60e6f8a784f9,0.0,0.0,0.0,0.0,0.0,0.0,,5.721675558887881e-08,9.85687366902346,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.721675558887881e-08,9.85687366902346,,,,,,,,,,,,,,,,,,,,,,,
water,anthracene,_120127,Anthracene,Elementary flows/Emission to water/unspecified,66fd221b-68dd-4cb2-af1b-82d301a53535,0.0,0.0,0.0,0.0,0.0,0.0,,1.4824635663073454e-07,261934.65017635733,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4824635663073454e-07,261934.65017635733,,,,,,,,,,,,,,,,,,,,,,,
water,asbestos,_1332214,Asbestos,Elementary flows/Emission to water/unspecified,566d033c-bf09-4a91-a578-73ce7cecafae,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,benzene,_71432,Benzene,Elementary flows/Emission to water/unspecified,31ba993d-f8aa-44c0-bae1-b6c2081144f6,0.0,0.0,0.0,0.0,0.0,0.0,2.4235646816296703e-07,6.136890786331367e-08,65.98305934698593,,,0.0,0.0,0.0,0.0,0.0,0.0,2.4235646816296703e-07,6.136890786331367e-08,65.98305934698593,,,,,,,,,,,,,,,,,,,,,,,
water,"benzene, ethyl-",_100414,"Benzene, ethyl-",Elementary flows/Emission to water/unspecified,3dd549fd-825c-4ceb-a5f9-2988d322dc5d,0.0,0.0,0.0,0.0,0.0,0.0,4.731751629412889e-08,3.7252955469900314e-08,174.89432873904337,,,0.0,0.0,0.0,0.0,0.0,0.0,4.731751629412889e-08,3.7252955469900314e-08,174.89432873904337,,,,,,,,,,,,,,,,,,,,,,,
water,"benzene, ethylbenzene, xylene, toluene (combined)",_BTEX,"BTEX (Benzene, Toluene, Ethylbenzene, and Xylene), unspecified ratio",Elementary flows/Emission to water/unspecified,2603c027-933c-3012-9344-6d22311f2ad6,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,beta-hexachlorocyclohexane,_319857,beta-hexachlorocyclohexane,Elementary flows/Emission to water/unspecified,7e66e610-a8db-4051-8f21-beb1c44647fa,0.0,0.0,0.0,0.0,0.0,0.0,3.7358711088798396e-05,,26649.10921021805,,,0.0,0.0,0.0,0.0,0.0,0.0,3.7358711088798396e-05,0.0,26649.10921021805,,,,,,,,,,,,,,,,,,,,,,,
water,biphenyl,_92524,Biphenyl,Elementary flows/Emission to water/unspecified,7ae371a8-8532-11e0-9d78-0800200c9a66,0.0,0.0,0.0,0.0,0.0,0.0,,2.6965452835707314e-07,2196.259851202962,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6965452835707314e-07,2196.259851202962,,,,,,,,,,,,,,,,,,,,,,,
water,bromodichloromethane,_75274,bromodichloromethane,Elementary flows/Emission to water/unspecified,c3ea7d4b-8640-454d-8c88-df497559f084,0.0,0.0,0.0,0.0,0.0,0.0,1.5399864102105818e-06,1.8174662968473382e-06,21.49831894307598,,,0.0,0.0,0.0,0.0,0.0,0.0,1.5399864102105818e-06,1.8174662968473382e-06,21.49831894307598,,,,,,,,,,,,,,,,,,,,,,,
water,bromoform,_75252,Bromoform,Elementary flows/Emission to water/unspecified,a97320c8-cf96-4166-bc21-a1ebf7303114,0.0,0.0,0.0,0.0,0.0,0.0,5.453004443973231e-08,4.3767421738935555e-07,189.94857670721728,,,0.0,0.0,0.0,0.0,0.0,0.0,5.453004443973231e-08,4.3767421738935555e-07,189.94857670721728,,,,,,,,,,,,,,,,,,,,,,,
water,butadiene,_106990,Butadiene,Elementary flows/Emission to water/unspecified,9fa9ae53-e84a-4a35-b28c-eb25548994dd,0.0,0.0,0.0,0.0,0.0,0.0,4.6244547205227353e-07,6.920246495357629e-07,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.6244547205227353e-07,6.920246495357629e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,carbon disulfide,_75150,Carbon disulfide,Elementary flows/Emission to water/unspecified,38574d8f-e0f9-4a7c-8edc-70193e608c57,0.0,0.0,0.0,0.0,0.0,0.0,,3.749326067209468e-05,153.423085686842,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.749326067209468e-05,153.423085686842,,,,,,,,,,,,,,,,,,,,,,,
water,carbonyl sulfide,_463581,Carbonyl sulfide,Elementary flows/Emission to water/unspecified,ba91a604-7443-49d6-83c7-39ae40e0e58c,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,chloride,_16887006,Chloride,Elementary flows/Emission to water/unspecified,6d25e386-4ef9-4d40-85c6-e694f523a4da,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,chlorine,_7782505,Chlorine,Elementary flows/Emission to water/unspecified,e8641a14-fd07-4090-8daf-2cce2a557a81,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,chloroform,_67663,Chloroform,Elementary flows/Emission to water/unspecified,3d5051b0-08d6-40ef-8d0c-de90edb39c39,0.0,0.0,0.0,0.0,0.0,0.0,3.9034783861074134e-07,1.174926138213845e-06,41.17887996234599,,,0.0,0.0,0.0,0.0,0.0,0.0,3.9034783861074134e-07,1.174926138213845e-06,41.17887996234599,,,,,,,,,,,,,,,,,,,,,,,
water,creosol,_93516,Creosol,Elementary flows/Emission to water/unspecified,0e569f69-5c52-44cb-a55c-74a4bf43c24b,0.0,0.0,0.0,0.0,0.0,0.0,,,115.5550089549253,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5550089549253,,,,,,,,,,,,,,,,,,,,,,,
water,cresol,_1319773,Cresol,Elementary flows/Emission to water/unspecified,749026f8-9dc7-45bd-b061-d810866bab3d,0.0,0.0,0.0,0.0,0.0,0.0,,,938.3180156835431,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.3180156835431,,,,,,,,,,,,,,,,,,,,,,,
water,cumene,_98828,Cumene,Elementary flows/Emission to water/unspecified,7a3b6567-5f36-4142-b390-15fbf940e206,0.0,0.0,0.0,0.0,0.0,0.0,,2.7671897603633558e-08,665.07018807497,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7671897603633558e-08,665.07018807497,,,,,,,,,,,,,,,,,,,,,,,
water,cyclohexane,_110827,Cyclohexane,Elementary flows/Emission to water/unspecified,53a12896-8a5b-40b6-81ff-24379f17a050,0.0,0.0,0.0,0.0,0.0,0.0,,1.2999539839380892e-08,48.68874262240333,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2999539839380892e-08,48.68874262240333,,,,,,,,,,,,,,,,,,,,,,,
water,dibenzofuran,_132649,Dibenzofuran,Elementary flows/Emission to water/unspecified,8f14db4b-9d98-4835-a6b1-3127d401eb8a,0.0,0.0,0.0,0.0,0.0,0.0,,,2147.340403258883,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.340403258883,,,,,,,,,,,,,,,,,,,,,,,
water,dibromochloromethane,_124481,dibromochloromethane,Elementary flows/Emission to water/unspecified,cfeaa73f-e3f9-43a4-acb7-81a5f7aea236,0.0,0.0,0.0,0.0,0.0,0.0,4.620395998869974e-07,3.737096908851869e-07,108.6706851427945,,,0.0,0.0,0.0,0.0,0.0,0.0,4.620395998869974e-07,3.737096908851869e-07,108.6706851427945,,,,,,,,,,,,,,,,,,,,,,,
water,diethanolamine,_111422,DIETHANOLAMINE,Elementary flows/Emission to water/unspecified,a42732a3-4ad2-4f26-8658-f7f6a089be58,0.0,0.0,0.0,0.0,0.0,0.0,,,47.48316173699653,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.48316173699653,,,,,,,,,,,,,,,,,,,,,,,
water,endosulfan,_115297,Endosulfan,Elementary flows/Emission to water/unspecified,63e7b048-8549-11e0-9d78-0800200c9a66,0.0,0.0,0.0,0.0,0.0,0.0,,3.2160934168220945e-05,589676.6742418606,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2160934168220945e-05,589676.6742418606,,,,,,,,,,,,,,,,,,,,,,,
water,epichlorohydrin,_106898,Epichlorohydrin,Elementary flows/Emission to water/unspecified,de4e3e2c-4125-4e0b-a6ba-8256c43136b1,0.0,0.0,0.0,0.0,0.0,0.0,6.70288219492184e-06,1.0214372954197149e-05,338.7546787101137,,,0.0,0.0,0.0,0.0,0.0,0.0,6.70288219492184e-06,1.0214372954197149e-05,338.7546787101137,,,,,,,,,,,,,,,,,,,,,,,
water,"ethane, 1,2-dibromo-",_106934,"Ethane, 1,2-dibromo-",Elementary flows/Emission to water/unspecified,b220fb4f-ff37-4245-a5e2-efd4d238c1be,0.0,0.0,0.0,0.0,0.0,0.0,1.7112830882436677e-05,1.0538402586903801e-07,269.38571958350093,,,0.0,0.0,0.0,0.0,0.0,0.0,1.7112830882436677e-05,1.0538402586903801e-07,269.38571958350093,,,,,,,,,,,,,,,,,,,,,,,
water,"ethane, 1,2-dichloro-",_107062,"Ethane, 1,2-dichloro-",Elementary flows/Emission to water/unspecified,deb80fa5-4d0a-427e-9526-443f88d17b53,0.0,0.0,0.0,0.0,0.0,0.0,1.6336587462902066e-06,,15.118230042951403,,,0.0,0.0,0.0,0.0,0.0,0.0,1.6336587462902066e-06,0.0,15.118230042951403,,,,,,,,,,,,,,,,,,,,,,,
water,ethene,_74851,Ethene,Elementary flows/Emission to water/unspecified,f3a3227c-39f4-4383-8007-8b3b0c33467a,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,"ethene, tetrachloro-",_127184,"Ethene, tetrachloro-",Elementary flows/Emission to water/unspecified,4b0d68e7-37bc-4184-93b5-91b70c62e585,0.0,0.0,0.0,0.0,0.0,0.0,5.485354373704319e-07,1.2772834657619848e-06,607.0532699656612,,,0.0,0.0,0.0,0.0,0.0,0.0,5.485354373704319e-07,1.2772834657619848e-06,607.0532699656612,,,,,,,,,,,,,,,,,,,,,,,
water,ethylene glycol,_107211,Ethylene glycol,Elementary flows/Emission to water/unspecified,8026e985-6019-4551-be66-4d2d81ff4687,0.0,0.0,0.0,0.0,0.0,0.0,,1.5194539832853212e-08,1.3840364906570832,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5194539832853212e-08,1.3840364906570832,,,,,,,,,,,,,,,,,,,,,,,
water,fluorene,_86737,Fluorene,Elementary flows/Emission to water/unspecified,331bc019-a44d-4cba-8be7-40f10f77efb9,0.0,0.0,0.0,0.0,0.0,0.0,,2.72845770920059e-07,2825.690058737243,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72845770920059e-07,2825.690058737243,,,,,,,,,,,,,,,,,,,,,,,
water,fluoride,_16984488,Fluoride,Elementary flows/Emission to water/unspecified,96b0e9d0-5bfc-4113-ac30-c9b8a310b534,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,glycol ethers,_171,Glycol ethers,Elementary flows/Emission to water/unspecified,f42bc534-4eff-4f71-8069-47799eb0a9b1,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,heptachlor,_76448,Heptachlor,Elementary flows/Emission to water/unspecified,1d92070f-f04f-4d9c-951a-0ac9857e466e,0.0,0.0,0.0,0.0,0.0,0.0,0.0020521690617431787,0.00011892667920730817,134187.30080798228,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0020521690617431787,0.00011892667920730817,134187.30080798228,,,,,,,,,,,,,,,,,,,,,,,
water,hexachlorobenzene,_118741,"Benzene, hexachloro-",Elementary flows/Emission to water/unspecified,66a169f2-82a9-446c-9daf-df444f2476c6,0.0,0.0,0.0,0.0,0.0,0.0,0.000814006573092419,0.00027865596565798597,102591.02273928671,,,0.0,0.0,0.0,0.0,0.0,0.0,0.000814006573092419,0.00027865596565798597,102591.02273928671,,,,,,,,,,,,,,,,,,,,,,,
water,hexane,_110543,Hexane,Elementary flows/Emission to water/unspecified,856f0506-79b3-42c1-8faa-3e9f8699c28d,0.0,0.0,0.0,0.0,0.0,0.0,1.932661183632631e-09,2.6298126012544236e-07,64.77661364783435,,,0.0,0.0,0.0,0.0,0.0,0.0,1.932661183632631e-09,2.6298126012544236e-07,64.77661364783435,,,,,,,,,,,,,,,,,,,,,,,
water,hydrazine,_302012,Hydrazine,Elementary flows/Emission to water/unspecified,3c9f4830-91f4-4a22-bd83-c9439b41106c,0.0,0.0,0.0,0.0,0.0,0.0,2.7591327093310317e-05,,26679.152057813066,,,0.0,0.0,0.0,0.0,0.0,0.0,2.7591327093310317e-05,0.0,26679.152057813066,,,,,,,,,,,,,,,,,,,,,,,
water,"hydrocarbons, aromatic",_130498292,"PAH, polycyclic aromatic hydrocarbons",Elementary flows/Emission to water/unspecified,f21b8022-f20d-4752-8cd6-728f56cf9c43,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,hydrogen chloride,_7647010,Hydrogen chloride,Elementary flows/Emission to water/unspecified,f57bff83-4b49-463e-93af-f847eb76ce29,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,hydrogen sulfide,_7783064,Hydrogen sulfide,Elementary flows/Emission to water/unspecified,42d33bc4-cdea-4b1d-896c-090e792183be,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,isoprene,_78795,Isoprene,Elementary flows/Emission to water/unspecified,f2b408ba-ca71-419d-9acc-7a4f5c6789a2,0.0,0.0,0.0,0.0,0.0,0.0,6.835760702355392e-08,,20.207836363781933,,,0.0,0.0,0.0,0.0,0.0,0.0,6.835760702355392e-08,0.0,20.207836363781933,,,,,,,,,,,,,,,,,,,,,,,
water,methanol,_67561,Methanol,Elementary flows/Emission to water/unspecified,ee2c5c6c-ff01-4151-8332-d4bf1508c759,0.0,0.0,0.0,0.0,0.0,0.0,,1.0535080570023885e-08,2.647038698610819,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0535080570023885e-08,2.647038698610819,,,,,,,,,,,,,,,,,,,,,,,
water,methyl isobutyl ketone,_108101,4-Methyl-2-pentanone,Elementary flows/Emission to water/unspecified,f9d36529-abde-4ed2-a82c-d365ae2c713f,0.0,0.0,0.0,0.0,0.0,0.0,,1.924925858235224e-09,6.025672019133131,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.924925858235224e-09,6.025672019133131,,,,,,,,,,,,,,,,,,,,,,,
water,m-xylene,_108383,m-Xylene,Elementary flows/Emission to water/unspecified,feb813f2-ff76-4f52-a966-55297494de4a,0.0,0.0,0.0,0.0,0.0,0.0,,,293.3776396173267,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.3776396173267,,,,,,,,,,,,,,,,,,,,,,,
water,naphthalene,_91203,Naphthalene,Elementary flows/Emission to water/unspecified,b33b93b6-9d95-41f7-b9d3-5b97100bb7b9,0.0,0.0,0.0,0.0,0.0,0.0,1.0365810635391574e-06,3.017980058822788e-07,1867.6952850915202,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0365810635391574e-06,3.017980058822788e-07,1867.6952850915202,,,,,,,,,,,,,,,,,,,,,,,
water,"oils, unspecified",_oils,"oils, unspecified",Elementary flows/Emission to water/unspecified,6da0e891-3648-43a5-b0cf-f1872c57db8d,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
water,oxiranemethanol,_556525,oxiranemethanol,Elementary flows/Emission to water/unspecified,86903189-d4bb-4703-9d56-c460872c991b,0.0,0.0,0.0,0.0,0.0,0.0,1.0180636044017982e-05,,206.28579005296672,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0180636044017982e-05,0.0,206.28579005296672,,,,,,,,,,,,,,,,,,,,,,,
water,o-xylene,_95476,o-Xylene,Elementary flows/Emission to water/unspecified,1b279330-0469-4d04-9fe2-4e9a38011f0c,0.0,0.0,0.0,0.0,0.0,0.0,,,220.7674809050472,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.7674809050472,,,,,,,,,,,,,,,,,,,,,,,
water,p-cresol,_106445,"Cresol, p-",Elementary flows/Emission to water/unspecified,d4aff45b-7549-4e68-a844-77a3466a523e,0.0,0.0,0.0,0.0,0.0,0.0,,,1102.5480957515551,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.5480957515551,,,,,,,,,,,,,,,,,,,,,,,
water,phenanthrene,_85018,Phenanthrene,Elementary flows/Emission to water/unspecified,201c46c5-bc12-4e32-8435-e8483ed94b6e,0.0,0.0,0.0,0.0,0.0,0.0,,,16489.927729774583,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16489.927729774583,,,,,,,,,,,,,,,,,,,,,,,
water,phenol,_108952,Phenol,Elementary flows/Emission to water/unspecified,39153cb9-a8fe-4fc8-beef-1bf1edceb8e7,0.0,0.0,0.0,0.0,0.0,0.0,,1.4452300299123235e-07,933.0530804389432,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4452300299123235e-07,933.0530804389432,,,,,,,,,,,,,,,,,,,,,,,
